GeneID	TranscriptID	Length	D21_V_1	D21_IFN_1	D21_V_2	D21_IFN_2	D21_V_3	D21_IFN_3
IL17RC	NM_153461	2622	63	138	66	62	51	77
IL17RC	NM_032732	2364	61	136	66	62	50	76
IL17RC	NM_001367280	2325	61	129	66	56	47	69
CRELD1	NM_001031717	2390	897	1389	1034	816	808	853
CRELD1	NM_001077415	2196	849	1334	980	737	766	794
CIDEC	NM_001321142	1305	8	8	3	1	1	4
CIDEC	NM_001321143	1151	8	5	3	1	1	4
CIDEC	NM_001321144	1038	8	5	2	1	1	3
IL17RC	NM_001367279	2250	56	122	63	51	44	66
RPUSD3	NM_001351736	1289	2983	4112	2909	1977	2180	2463
CIDEC	NM_001199552	1192	8	8	2	1	1	3
IL17RE	NM_153480	2679	32	48	47	29	34	32
JAGN1	NM_001363890	1741	4108	6570	5049	3422	3547	4344
JAGN1	NM_032492	1635	4091	6538	5020	3415	3541	4325
IL17RC	NM_001203264	2343	59	122	64	53	42	60
RPUSD3	NM_001142547	1269	3283	4693	3283	2471	2544	2879
RPUSD3	NM_001351738	1342	3958	5580	3942	2934	3066	3429
IL17RE	NM_153483	2721	32	44	46	29	34	33
PRRT3	NR_134900	3409	6103	8321	9284	6758	5834	5809
PRRT3-AS1	NR_046734	614	33	53	52	27	34	42
CIDEC	NM_022094	1281	8	8	3	1	1	4
IL17RC	NM_001203265	2313	55	127	64	59	44	66
RPUSD3	NM_173659	1314	3953	5564	3930	2924	3060	3425
RPUSD3	NM_001351737	1174	2939	4043	2860	1917	2141	2419
CIDEC	NM_001199551	1227	8	8	2	1	1	3
IL17RC	NR_037807	2575	63	140	68	64	50	76
EMC3	NR_148535	1552	20	38	31	25	10	23
EMC3	NM_018447	2642	4641	6693	5463	3584	3512	4061
EMC3-AS1	NR_103821	4695	2251	3504	2695	2302	1939	2040
CIDECP1	NR_002786	803	601	862	682	569	530	518
VHL	NM_000551	4560	12286	18313	14299	8031	9570	10669
VHL	NM_198156	4290	10949	16321	12611	6978	8495	9389
VHL	NM_001354723	4549	11297	16793	12981	7217	8784	9621
FANCD2OS	NM_001164839	1087	0	0	0	0	0	0
BRK1	NM_018462	1150	11199	15421	12952	7350	8518	9702
GHRL	NM_016362	1431	125	141	168	103	130	105
GHRL	NM_001134946	441	25	20	27	13	12	26
GHRL	NM_001134945	555	35	36	46	18	22	29
GHRL	NM_001134944	558	35	36	46	18	24	30
SEC13	NM_183352	1359	15735	23152	17784	12299	12661	14757
GHRL	NM_001302822	970	82	96	119	70	82	82
GHRL	NM_001302825	695	48	51	65	36	38	39
SEC13	NM_001136026	1537	15816	23276	17906	12358	12771	14835
GHRL	NM_001302821	1182	93	112	134	86	89	87
GHRL	NM_001134941	1428	100	128	152	79	110	95
GHRL	NM_001302823	967	57	83	103	46	62	72
GHRL	NR_126505	332	17	9	16	6	4	10
GHRL	NM_001302824	892	72	80	94	62	56	58
LINC00852	NR_026829	1328	187	276	259	118	158	167
MIR378B	NR_036084	57	0	0	0	0	0	0
GHRLOS	NR_004431	1765	194	341	239	253	166	182
GHRLOS	NR_024145	1937	231	420	298	263	208	211
GHRLOS	NR_024144	1593	182	305	235	227	144	164
SEC13	NM_030673	1393	15799	23254	17877	12349	12746	14824
GHRLOS	NR_073566	1948	230	407	288	265	201	213
GHRLOS	NR_073568	1791	202	347	253	253	170	183
GHRLOS	NR_073567	1936	212	368	268	254	177	191
TATDN2	NM_014760	4937	12272	18578	14944	10172	9592	10686
SEC13	NM_001136232	1469	14396	21393	16407	11189	11609	13503
SEC13	NM_001278946	974	5516	7930	5993	4474	4409	5137
MIR12127	NR_162141	102	0	7	2	4	0	2
MIR885	NR_030614	74	0	0	0	0	0	0
ATP2B2-IT2	NR_046766	512	0	0	0	0	0	0
SLC6A11	NM_001317406	11069	0	0	1	0	1	0
LINC00606	NR_027102	3028	0	0	0	0	0	0
LINC00606	NR_152730	2821	0	0	0	0	0	0
HRH1	NM_001098212	4617	1	1	2	0	0	0
HRH1	NM_001098211	4634	1	1	2	0	0	0
HRH1	NM_000861	4407	1	1	2	0	0	0
VGLL4	NM_001128221	3300	5039	7265	5663	3668	4116	4297
VGLL4	NM_001128220	3177	5040	7267	5664	3672	4117	4297
VGLL4	NM_001284391	3556	5666	8232	6271	4248	4660	4872
VGLL4	NM_001128219	3775	6431	9346	7085	4947	5351	5507
TAMM41	NR_158713	4012	1627	2423	1872	1218	1200	1455
TAMM41	NM_001366031	3714	1609	2392	1854	1200	1183	1434
TAMM41	NR_158715	4424	1627	2423	1875	1218	1201	1455
TIMP4	NM_003256	1194	2	0	1	0	2	0
PPARG	NM_001354668	5339	2	14	9	6	6	4
PPARG	NM_015869	1820	5	12	11	10	7	6
MKRN2OS	NM_001195279	1084	4	2	4	3	0	1
TSEN2	NM_001321279	2289	1327	1926	1672	843	1113	1108
TSEN2	NM_001145394	1924	1090	1566	1360	684	897	900
TSEN2	NM_001145393	2023	1295	1893	1653	822	1083	1094
TSEN2	NM_001145392	2133	1430	2087	1822	952	1228	1207
TSEN2	NR_135607	1969	1345	1988	1719	990	1152	1107
TSEN2	NM_001321278	1857	1150	1773	1514	855	1021	971
TSEN2	NM_001321277	2101	1437	2095	1824	953	1233	1218
TSEN2	NM_025265	2753	1518	2208	1889	985	1290	1265
RAF1	NR_148941	3243	14569	21972	17107	12917	11834	12978
RAF1	NM_002880	3275	14612	22023	17189	12995	11874	13013
RAF1	NM_001354691	3164	13317	20177	15676	11709	10754	11888
RAF1	NM_001354689	3244	14556	21959	17096	12926	11815	12970
RAF1	NM_001354690	3019	13254	20087	15613	11853	10766	11770
RAF1	NM_001354692	3071	13310	20167	15672	11706	10751	11883
RAF1	NM_001354694	3131	13320	20182	15684	11727	10758	11894
RAF1	NM_001354693	3085	13509	20349	15815	11762	10924	11964
RAF1	NM_001354695	2972	12295	18599	14433	10634	9896	10916
RAF1	NR_148940	3297	14559	21974	17091	12906	11819	12969
RAF1	NR_148942	3182	13828	20829	16172	12379	11233	12275
RPL32	NM_000994	2093	116287	151455	129865	92101	82541	99425
CAND2	NM_012298	4222	14	28	6	1	4	4
SNORA7A	NR_002582	139	78	97	64	49	59	65
TMEM40	NM_001284406	2161	2	1	12	3	2	1
TMEM40	NM_001284407	1935	2	1	10	3	2	1
TMEM40	NM_001284408	1797	2	1	9	3	2	1
TMEM40	NM_018306	2025	2	1	14	3	2	1
RPL32	NM_001007074	1770	91361	125693	106287	73286	66984	78864
RPL32	NM_001007073	1750	116611	151859	130193	92402	82711	99644
CAND2	NM_001162499	4573	14	30	6	1	5	5
IQSEC1	NM_014869	5518	8075	11334	9770	6964	6754	6783
LINC02022	NR_136189	635	0	0	0	0	0	0
HDAC11-AS1	NR_046690	509	5	10	12	2	6	11
SNORA93	NR_132775	168	0	0	0	0	0	0
LINC00620	NR_027103	994	0	0	0	0	0	0
WNT7A	NM_004625	3991	0	0	0	0	0	0
FGD5P1	NR_036481	3374	1	0	0	0	2	0
TMEM43	NM_024334	3342	5254	8135	7289	4509	4480	4863
CHCHD4	NM_144636	1603	2826	4055	3074	2165	2424	2697
CHCHD4	NM_001098502	1433	2788	3992	3040	2120	2382	2658
LSM3	NM_014463	3359	8715	12320	9299	5779	6973	7855
LINC01267	NR_110135	2284	0	0	0	0	0	1
GRIP2	NM_001080423	7722	1	3	5	0	0	0
CCDC174	NR_135523	2865	2389	3682	2884	1951	1826	2245
CCDC174	NM_016474	2940	2671	4153	3246	2231	2099	2488
FGD5	NM_001320276	5768	7	9	2	3	1	1
FGD5	NM_152536	5903	7	9	2	3	1	1
MRPS25	NM_022497	4572	9869	14339	11282	7255	7725	8759
NR2C2	NM_001291694	8419	6754	11405	8527	5553	5747	6705
NR2C2	NM_003298	8476	6811	11492	8588	5597	5794	6756
MRPS25	NR_135247	4148	9780	14406	11311	7547	7860	8826
FGD5-AS1	NR_046252	3795	8884	13432	10094	6540	7707	8264
FGD5-AS1	NR_046253	3772	8475	12826	9625	6094	7373	7850
FGD5-AS1	NR_046254	3768	8441	12790	9608	6087	7362	7819
FGD5-AS1	NR_046255	3531	8071	12255	9202	5752	7057	7462
FGD5-AS1	NR_046251	3805	8162	12380	9303	5875	7142	7558
MRPS25	NR_135246	4237	9828	14511	11370	7588	7898	8877
RBSN	NR_126155	917	159	262	181	125	128	136
CAPN7	NM_014296	4348	3407	5464	4125	1986	2851	3027
SH3BP5	NM_004844	3276	10755	15973	14380	9191	10259	11020
SH3BP5-AS1	NR_046084	5575	746	1240	963	677	690	698
METTL6	NM_001301790	2486	1397	2320	1811	1283	1130	1511
EAF1	NM_033083	4447	5911	11108	7527	5495	5009	6670
METTL6	NM_152396	2621	1583	2648	2071	1394	1288	1693
METTL6	NM_001330662	2128	1111	1740	1437	985	919	1138
METTL6	NM_001301792	2507	1397	2328	1846	1341	1118	1500
METTL6	NM_001301791	1162	884	1378	1170	841	713	935
MIR4270	NR_036232	70	0	0	0	0	0	0
BTD	NM_001281724	10152	558	900	661	462	457	443
BTD	NM_001370658	9964	558	896	660	462	457	442
BTD	NM_001281723	10233	506	833	618	437	429	415
BTD	NM_001370753	2943	112	169	121	101	90	95
BTD	NM_001370752	1927	221	305	241	177	160	159
BTD	NM_001323582	4160	394	592	433	335	309	289
MIR3134	NR_036085	74	0	0	0	0	0	0
BTD	NM_001281726	760	150	207	158	125	109	121
BTD	NM_001281725	4076	349	534	391	288	269	261
ANKRD28	NM_001349285	1881	85	88	104	44	65	44
ANKRD28	NM_001349284	1890	90	91	113	44	72	46
MIR563	NR_030289	79	0	2	10	0	3	1
GALNT15	NM_054110	5057	0	0	1	9	2	1
GALNT15	NM_001319051	2445	0	0	1	7	0	1
GALNT15	NM_001319052	3319	0	0	0	2	2	0
OXNAD1	NR_148220	4279	1768	2398	2040	1330	1343	1452
OXNAD1	NM_138381	3916	2096	2916	2461	1584	1605	1763
OXNAD1	NM_001352977	2935	1844	2512	2125	1381	1360	1493
OXNAD1	NM_001352982	4518	1739	2377	2030	1310	1305	1446
OXNAD1	NR_148219	3147	1863	2533	2141	1389	1374	1505
OXNAD1	NR_148218	3230	1864	2536	2149	1400	1378	1504
OXNAD1	NR_148217	3250	1869	2548	2155	1400	1384	1508
OXNAD1	NM_001352980	4227	2120	2952	2496	1620	1625	1778
OXNAD1	NM_001352983	4382	1774	2413	2054	1341	1353	1455
DPH3	NM_001047434	3944	2227	3589	2705	1357	1831	2129
OXNAD1	NM_001330671	4221	1783	2442	2061	1364	1379	1475
OXNAD1	NM_001352978	4205	1764	2397	2033	1327	1341	1451
OXNAD1	NM_001352981	3112	1854	2528	2146	1395	1372	1497
OXNAD1	NM_001330670	4066	2129	2981	2503	1643	1651	1798
DPH3	NM_206831	4019	2441	3892	3005	1542	2018	2346
DAZL	NM_001190811	3102	80	131	91	27	52	57
DAZL	NM_001351	2972	80	131	91	27	52	57
LINC00690	NR_103843	1367	1	1	0	0	0	0
MIR3714	NR_037465	130	0	0	0	0	0	0
LOC105376975	NR_135536	470	3	4	7	6	2	4
MIR4791	NR_039954	84	0	0	0	0	0	0
RAB5A	NM_004162	2518	4657	7214	5566	2616	3652	4539
PP2D1	NM_001252657	2119	0	1	0	0	1	0
RAB5A	NM_001292048	2493	4091	6321	4918	2106	3183	3987
PP2D1	NR_027694	1599	5	3	5	0	5	4
MIR3135A	NR_036086	77	0	1	0	0	0	0
LOC101927829	NR_110814	4082	2	2	3	0	1	4
VENTXP7	NR_002311	960	0	0	0	0	0	0
ZNF385D-AS1	NR_046731	732	0	0	0	0	0	0
ZNF385D-AS2	NR_046876	421	1	0	0	0	0	0
UBE2E2	NM_001370227	2735	840	1178	921	537	567	707
UBE2E2	NM_001370228	2708	408	631	520	227	262	302
UBE2E1-AS1	NR_046652	778	5	3	1	0	9	3
RPL15	NM_002948	2730	134661	182775	155704	117753	111062	125135
NR1D2	NR_110524	5338	592	870	866	256	535	552
RPL15	NM_001253383	2221	136192	184993	158680	120606	112340	126576
NKIRAS1	NM_020345	1995	1079	1584	1362	845	874	1107
NR1D2	NM_001145425	5056	576	827	828	248	503	527
NR1D2	NM_005126	5231	591	863	860	256	533	549
RPL15	NM_001253379	2743	134758	182916	155854	117889	111162	125262
RPL15	NM_001253380	2853	137285	187050	160086	121540	113482	127703
RPL15	NM_001253382	2299	136865	185958	159424	121179	112933	127256
RPL15	NM_001253384	4033	43330	54289	46054	35840	33956	40498
LINC00691	NR_026834	2241	0	0	0	0	0	0
LOC101927854	NR_121667	643	0	0	0	0	0	0
THRB-AS1	NR_046244	885	0	0	0	0	0	0
RARB-AS1	NR_134933	556	0	0	0	0	0	0
TOP2B	NM_001068	5343	27609	41095	32718	16020	23868	26283
MIR4442	NR_039644	67	371	584	394	318	387	364
TOP2B	NM_001330700	5485	28277	42064	33398	16399	24675	27093
OXSM	NM_017897	1506	1455	2138	1716	1068	1195	1339
NGLY1	NM_001145293	2535	4167	5878	4682	2796	3311	3713
NGLY1	NM_001145294	2529	4005	5645	4501	2669	3243	3590
NGLY1	NM_001145295	2411	4151	5802	4532	2907	3293	3702
NGLY1	NM_018297	2534	4528	6373	5061	3180	3646	4057
OXSM	NR_026937	1073	1033	1523	1240	751	862	904
OXSM	NM_001145391	1278	1178	1731	1413	820	962	1056
LINC00692	NR_034055	930	0	0	0	0	0	0
LRRC3B	NM_001317809	1540	0	0	0	0	0	0
LRRC3B	NM_001317811	1547	0	0	0	0	0	0
LRRC3B	NM_001317810	1693	0	0	0	0	0	0
LRRC3B	NM_001317808	1427	0	0	0	0	0	0
LRRC3B	NM_052953	1694	0	0	0	0	0	0
EOMES	NM_001278182	3264	1381	1781	2068	1121	1345	1239
EOMES	NM_001278183	2644	1077	1395	1572	866	1013	910
EOMES	NM_005442	3207	1251	1608	1850	997	1213	1110
LINC01980	NR_146630	813	0	0	0	0	0	0
LINC01981	NR_132438	2835	0	0	0	0	0	0
AZI2	NM_001134433	1137	1453	2153	1650	1021	1231	1453
AZI2	NM_001134432	1141	1483	2215	1709	1035	1268	1498
AZI2	NM_001271650	4466	2751	4267	3243	1543	2332	2739
AZI2	NM_022461	4402	3020	4632	3555	1854	2596	3016
RBMS3-AS3	NR_109804	880	4	4	3	0	0	5
RBMS3-AS1	NR_046556	554	0	0	0	0	0	0
LINC01985	NR_147054	572	0	0	0	0	0	0
MIR466	NR_130459	84	0	0	2	0	0	0
ZNF860	NM_001137674	3209	2	12	10	0	4	1
CMTM6	NM_017801	3307	12079	18930	15604	6667	10283	11903
CMTM7	NM_181472	1757	256	290	277	190	188	197
CMTM7	NM_138410	1856	334	393	364	237	237	257
MIR548AY	NR_106753	107	0	0	0	0	0	0
DYNC1LI1	NM_001329135	2206	4620	7043	5694	2554	3887	4415
DYNC1LI1	NM_016141	2484	6789	9908	8106	4145	5706	6454
TRIM71	NM_001039111	8704	26	31	35	16	21	12
CCR4	NM_005508	3023	531	672	878	418	533	434
CRTAP	NM_006371	6651	5583	7790	6850	4185	3922	3972
TMPPE	NM_001136238	3794	418	634	507	276	354	417
TMPPE	NM_001039770	4309	448	683	552	309	393	462
ARPP21	NM_001267618	2503	0	0	1	0	0	0
MIR128-2	NR_029824	84	0	0	0	0	0	0
ARPP21	NM_198399	2397	0	0	0	0	0	0
ARPP21	NM_001025069	2418	0	0	1	0	0	0
ARPP21	NM_001025068	2409	0	0	1	0	0	0
DCLK3	NM_033403	5344	4	1	0	0	1	2
LINC02033	NR_147141	973	1	4	1	4	0	0
MLH1	NM_000249	2662	10185	14999	11428	8390	8044	9266
MLH1	NM_001354616	2565	8288	12295	9342	6636	6497	7464
MLH1	NM_001354628	2569	9235	13664	10360	7709	7353	8425
MLH1	NM_001354627	2641	7938	11701	8875	6246	6178	7282
MLH1	NM_001354623	2704	7588	11131	8506	6173	5871	6873
MLH1	NM_001354622	2795	8872	12961	9914	7183	6903	8076
MLH1	NM_001354621	2682	8720	12726	9718	7031	6778	7941
MLH1	NM_001258273	2571	8998	13327	10149	7431	7088	8140
MLH1	NM_001258271	2455	8853	13069	9971	7443	7098	8097
EPM2AIP1	NM_014805	8089	7286	11637	9586	3285	6237	6755
MLH1	NM_001258274	3034	10297	15176	11576	8459	8126	9361
MLH1	NM_001354620	2652	8871	13104	9983	7199	6962	8002
MLH1	NM_001354629	2563	9471	13968	10608	7706	7510	8570
MLH1	NM_001354626	2409	6875	10173	7700	5435	5301	6300
MLH1	NM_001354615	2565	8957	13203	10061	7134	7069	8074
MLH1	NM_001354630	2497	9220	13672	10383	7633	7284	8413
MLH1	NM_001167618	2884	9235	13658	10422	7668	7257	8390
MLH1	NM_001354619	3013	10293	15184	11584	8460	8127	9368
MLH1	NM_001354618	2889	10288	15171	11573	8459	8126	9357
MLH1	NM_001354617	2657	9225	13643	10398	7648	7249	8375
MLH1	NM_001354625	2312	5721	8469	6401	4299	4405	5163
MLH1	NM_001354624	2414	7835	11529	8730	6177	6096	7191
MLH1	NM_001167619	2797	9346	13815	10514	7434	7360	8445
MLH1	NM_001167617	2884	9895	14584	11117	7966	7808	8958
LRRFIP2	NR_145514	597	1271	1611	1378	1107	1048	1060
LOC152048	NR_149029	2405	107	155	131	95	96	75
C3orf35	NM_178344	1801	49	57	60	14	35	40
C3orf35	NR_126515	585	14	12	23	2	10	12
C3orf35	NM_178339	1544	22	30	50	2	18	23
C3orf35	NR_126512	1530	22	30	47	2	18	23
C3orf35	NR_126513	1083	15	15	23	2	13	13
C3orf35	NR_126514	1180	15	16	26	2	13	13
C3orf35	NM_001302831	1708	44	52	59	10	29	33
C3orf35	NM_001302832	1713	44	52	59	10	29	33
C3orf35	NM_178342	1772	45	54	57	10	33	35
ITGA9-AS1	NR_110531	620	0	0	0	0	0	0
ITGA9-AS1	NR_110532	510	0	0	2	3	0	0
MIR26A1	NR_029499	77	0	0	0	0	0	0
VILL	NM_001370265	2590	1283	2020	1279	1092	1106	1113
VILL	NM_001370264	2689	1415	2222	1415	1196	1223	1239
VILL	NR_163266	2711	1435	2244	1436	1198	1244	1256
VILL	NR_163267	2612	1303	2042	1300	1094	1127	1130
VILL	NM_015873	2787	1311	2081	1313	1105	1164	1200
DLEC1	NM_001321153	6895	41	66	49	59	47	44
ACAA1	NM_001607	1699	9920	14591	10831	8766	8790	9525
DLEC1	NM_007337	5494	9	17	20	12	12	11
ACAA1	NM_001130410	1540	7083	10667	7780	6136	6293	6817
ACAA1	NR_024024	1944	9181	13601	10045	8111	8085	8760
DLEC1	NM_007335	6886	40	66	49	58	46	44
OXSR1	NM_005109	4517	11961	19235	15667	9294	10207	11756
XYLB	NM_001349180	1641	31	45	28	24	24	21
SLC22A14	NM_001320033	2157	0	0	0	0	3	0
SLC22A14	NM_004803	2202	0	0	0	0	2	0
EXOG	NM_001145464	2996	2644	4185	3227	2143	2228	2524
ACVR2B	NM_001106	11782	747	1278	1291	524	764	858
ACVR2B-AS1	NR_028389	2517	21	27	15	25	9	16
EXOG	NR_153322	3052	2712	4286	3324	2174	2295	2601
EXOG	NR_153323	3619	2884	4597	3564	2386	2478	2836
EXOG	NR_153324	3057	2731	4302	3341	2185	2304	2621
EXOG	NR_153325	3116	2726	4303	3343	2174	2305	2611
EXOG	NR_153326	3214	2766	4359	3402	2206	2353	2652
EXOG	NR_153327	3213	2885	4577	3523	2388	2469	2818
EXOG	NR_153328	3352	2980	4709	3686	2473	2564	2901
EXOG	NR_153329	3270	2766	4363	3387	2210	2358	2639
EXOG	NR_153330	3308	2942	4670	3671	2466	2555	2877
EXOG	NR_134938	2906	2297	3641	2783	1756	1903	2172
EXOG	NM_005107	3076	2845	4499	3483	2361	2422	2790
SCN5A	NM_001099405	8450	6	3	5	6	3	3
SCN5A	NM_001160160	8420	7	3	5	11	3	3
SCN5A	NM_001354701	8462	7	3	5	11	3	4
SCN5A	NM_001160161	8343	6	3	5	6	3	3
SCN5A	NM_000335	8501	6	3	5	6	3	3
SCN5A	NM_001099404	8504	6	3	5	6	3	3
SCN5A	NM_198056	8504	6	3	5	6	3	3
SCN10A	NM_001293306	5871	0	0	0	0	1	0
SCN10A	NM_001293307	5580	0	0	0	0	1	0
SCN10A	NM_006514	5874	0	0	0	0	1	0
GORASP1	NR_103867	2997	3143	4361	3501	2355	2306	2533
GORASP1	NM_001278789	2761	2977	4127	3297	2385	2163	2379
GORASP1	NM_001278790	2581	2701	3675	2969	2067	1925	2125
GORASP1	NM_031899	3782	3374	4748	3778	2615	2517	2736
TTC21A	NM_001105513	4111	247	344	345	239	172	221
CSRNP1	NM_001320560	3155	2456	3889	3304	2401	2379	2801
CSRNP1	NM_033027	3164	2580	4088	3468	2548	2513	2955
TTC21A	NM_001366900	4212	258	352	354	248	185	223
MIR6822	NR_106880	61	0	0	0	0	0	0
TTC21A	NM_145755	4255	261	355	347	244	184	222
GORASP1	NR_103866	3005	3168	4396	3541	2418	2328	2562
TTC21A	NM_001366899	4236	259	353	356	248	185	223
CSRNP1	NM_001320559	3319	2481	3940	3352	2423	2394	2834
TTC21A	NR_159496	4150	260	349	358	227	185	217
TTC21A	NR_159495	3905	222	311	311	217	159	191
TTC21A	NR_159494	4078	236	330	333	238	172	209
CX3CR1	NM_001171174	3152	36	55	30	30	26	22
CX3CR1	NM_001171172	3216	36	55	30	30	26	22
CX3CR1	NM_001171171	3256	36	55	30	30	26	22
CX3CR1	NM_001337	3106	36	54	30	30	28	22
RPSA	NM_001304288	1154	177103	248834	203276	143212	141532	163551
RPSA	NM_002295	1139	176968	248604	203115	143084	141422	163407
SLC25A38	NM_017875	2101	6848	9148	8399	5614	5667	5763
SNORA6	NR_002325	149	173	326	267	240	185	209
SNORA62	NR_002324	154	185	322	222	192	117	190
CCR8	NM_005201	1484	629	712	951	451	878	717
SLC25A38	NM_001354798	1934	5153	6945	6402	4471	4262	4407
MOBP	NR_103504	6059	0	1	1	0	0	3
MOBP	NR_103505	6097	0	1	1	0	0	3
MOBP	NR_003090	5717	0	1	1	0	0	3
MOBP	NM_001278322	3390	3	4	1	0	0	3
MOBP	NM_182935	2976	3	4	1	0	0	3
MOBP	NR_103506	2766	3	3	1	0	0	3
MOBP	NM_001278323	702	0	1	0	0	0	0
EIF1B	NM_005875	987	5068	7790	6849	3892	4061	4670
ENTPD3	NM_001291961	1676	0	0	0	0	0	1
ENTPD3	NM_001291960	3046	0	1	0	0	0	2
ZNF619	NM_001363277	4991	1042	1645	1302	895	888	961
ENTPD3-AS1	NR_040100	2039	71	99	90	53	44	56
ZNF619	NM_001145082	4966	1032	1630	1286	883	876	942
ZNF619	NM_001145083	4692	987	1569	1225	845	831	893
ZNF619	NM_001145094	4917	1035	1634	1293	898	874	948
ENTPD3	NM_001248	2916	0	1	0	0	0	2
RPL14	NM_001034996	7136	86948	125233	100381	72475	67064	78411
RPL14	NM_003973	7025	86584	124777	99946	72003	66771	78126
ZNF619	NM_173656	4891	1036	1639	1306	900	881	958
ZNF619	NM_001145093	4841	1034	1634	1299	891	880	954
ZNF621	NM_198484	8389	4287	6884	5263	3185	3717	4047
ZNF621	NM_001098414	8153	4145	6664	5113	3096	3617	3924
ZNF620	NM_001256167	2535	426	691	591	389	314	430
ZNF620	NM_001256168	2525	430	669	582	378	310	423
ZNF621	NM_001287245	2404	1072	1882	1526	899	1022	1124
ZNF620	NM_175888	3277	497	800	705	483	393	525
CTNNB1	NM_001330729	3488	20572	34196	23770	17412	16685	20223
CTNNB1	NM_001098209	3356	20569	34191	23764	17408	16682	20220
CTNNB1	NM_001098210	3197	19241	31947	22218	16570	15662	18986
CTNNB1	NM_001904	3661	21315	35318	24678	17883	17247	20885
TRAK1	NM_001265610	3260	3600	4900	4319	2494	2706	3028
CCK	NM_001174138	749	4	0	0	0	0	1
CCK	NM_000729	1504	4	0	0	0	0	1
LYZL4	NM_144634	909	0	0	5	0	0	2
LYZL4	NM_001304386	890	0	0	5	0	0	2
SEC22C	NM_032970	6340	6066	9203	6634	4652	4890	5776
SEC22C	NM_001201584	1483	2288	3466	2573	1843	1828	2230
SEC22C	NM_004206	1549	2510	3735	2793	2045	2022	2440
VIPR1	NM_001251882	3167	2	5	0	1	2	0
VIPR1	NM_001251883	2427	2	4	0	1	1	0
VIPR1	NM_001251884	2681	2	5	0	1	1	0
VIPR1	NM_001251885	2744	2	5	0	1	2	0
VIPR1-AS1	NR_046654	181	0	0	0	0	0	0
SS18L2	NM_016305	931	2769	3993	3479	1594	2322	2562
VIPR1	NM_004624	2754	2	6	0	1	2	0
SS18L2	NM_001370300	2695	2688	3884	3401	1541	2261	2488
HHATL	NM_020707	1836	0	0	1	0	0	1
NKTR	NM_001349124	7268	14350	24595	20555	13216	13507	14369
NKTR	NM_001349125	7324	14422	24750	20690	13254	13609	14486
NKTR	NM_005385	7265	14097	24178	20174	12935	13297	14123
KLHL40	NM_152393	2499	0	0	0	0	0	0
LOC101928323	NR_125400	502	3	5	5	20	5	10
HHATL-AS1	NR_146957	992	0	0	0	0	0	0
NKTR	NM_001349126	7317	13935	23883	19860	12687	13101	13954
ZBTB47	NM_145166	5494	275	374	317	205	215	222
HHATL	NR_027753	1750	0	1	1	0	0	1
HIGD1A	NM_001099669	2791	12798	18700	14018	6927	10213	11987
CCDC13-AS1	NR_046732	554	0	0	0	0	0	0
LINC02158	NR_122070	896	15	16	13	2	12	9
HIGD1A	NM_001099668	2938	10772	16024	11828	5213	8624	10058
HIGD1A	NM_014056	2767	12780	18671	13986	6918	10195	11957
CYP8B1	NM_004391	3688	0	0	0	0	0	0
KRBOX1-AS1	NR_122033	2142	0	0	0	0	0	0
KRBOX1	NM_001205272	691	3	0	0	0	0	0
ZNF662	NM_001134656	5549	0	0	0	0	0	0
ZNF662	NM_207404	5381	0	0	0	0	0	0
POMGNT2	NM_032806	2547	139	199	147	83	127	113
SNRK	NM_017719	5187	4311	7082	4692	2868	3615	4109
SNRK	NM_001330750	4458	3558	5895	3859	2224	3037	3430
SNRK-AS1	NR_046757	3475	28	58	42	8	21	28
SNRK	NM_001100594	5153	4163	6803	4479	2670	3476	3972
ABHD5	NM_001355186	1456	841	1267	1008	612	681	781
ABHD5	NM_001365649	5608	1385	2141	1721	761	1129	1244
ABHD5	NM_016006	5298	1480	2280	1809	846	1217	1349
ABHD5	NM_001365650	5179	1194	1892	1495	582	947	1079
ABHD5	NR_158560	5254	1320	2023	1627	682	1076	1191
MIR138-1	NR_029700	99	12	12	16	13	16	9
TCAIM	NM_001282913	3492	1447	2414	1780	995	1241	1513
C3orf86	NM_001351479	767	50	30	53	23	49	39
LINC01988	NR_144436	866	0	0	0	0	1	0
TCAIM	NM_173826	3370	1367	2295	1710	980	1158	1434
C3orf86	NM_001351480	753	56	33	59	38	55	47
TCAIM	NM_001029840	1996	729	1108	943	494	539	689
TCAIM	NM_001029839	2178	682	1031	914	541	493	639
TCAIM	NM_001282914	3294	1295	2226	1619	939	1097	1366
TCAIM	NM_001282915	3416	1380	2345	1692	952	1180	1445
ZNF852	NM_001287349	4360	500	834	671	421	407	504
ZNF197	NR_136582	6144	884	1274	1059	484	686	775
ZNF660-ZNF197	NR_147692	15416	1857	2827	2315	1247	1501	1601
ZNF197	NM_001323296	14876	1820	2762	2291	1207	1485	1580
ZNF197	NM_006991	15060	1942	2937	2439	1303	1566	1680
ZNF197	NM_001323294	5878	876	1253	1047	473	680	772
ZNF197	NM_001323295	15326	1950	2958	2451	1314	1572	1683
ZNF660-ZNF197	NR_147691	6234	792	1143	923	417	615	693
ZNF197	NM_001024855	5896	936	1334	1099	532	715	810
ZNF197	NM_001323293	15078	2002	3018	2491	1362	1601	1718
ZNF660-ZNF197	NM_001351735	5986	788	1135	912	411	613	694
ZNF35	NM_003420	5316	1879	2925	2338	1644	1488	1721
ZNF197-AS1	NR_046658	1246	10	5	8	5	2	5
